Timesteps,Ep_Rew_Mean
1000500,203.532765
1001000,201.817352
1001500,202.87995
1002000,202.592476
1002500,203.396238
1003000,203.003741
1003500,201.384383
1004000,202.9597
1004500,203.084199
1005000,203.198859
1005500,203.463072
1006000,203.475168
1006500,203.268873
1007000,203.189387
1007500,202.986736
1008000,203.105747
1008500,203.601356
1009000,202.799868
1009500,202.977163
1010000,198.562561
1010500,203.423845
1011000,202.804587
1011500,201.067529
1012000,202.70591
1012500,202.301901
1013000,202.782376
1013500,203.165993
1014000,203.611907
1014500,202.531479
1015000,201.699871
1015500,202.827863
1016000,203.192404
1016500,202.978546
1017000,203.448499
1017500,201.243659
1018000,203.517403
1018500,202.887977
1019000,203.519555
1019500,203.212435
1020000,203.438451
1020500,203.019104
1021000,196.045146
1021500,203.166201
1022000,202.615001
1022500,203.347966
1023000,203.084727
1023500,203.460343
1024000,203.264597
1024500,203.191032
1025000,202.515685
1025500,203.317491
1026000,202.781948
1026500,202.428035
1027000,202.862188
1027500,203.135311
1028000,203.192507
1028500,197.581609
1029000,201.514668
1029500,200.549701
1030000,202.777802
1030500,202.669267
1031000,203.334205
1031500,169.234494
1032000,203.063214
1032500,203.488201
1033000,202.251221
1033500,201.101292
1034000,202.178443
1034500,201.393232
1035000,203.037936
1035500,202.009142
1036000,202.717845
1036500,202.119944
1037000,202.96689
1037500,202.414344
1038000,202.191394
1038500,194.53879
1039000,202.715136
1039500,197.878321
1040000,202.571085
1040500,202.068335
1041000,202.535478
1041500,202.378149
1042000,202.359113
1042500,200.665801
1043000,202.933331
1043500,184.824047
1044000,202.590067
1044500,200.804908
1045000,202.663764
1045500,196.469655
1046000,203.152198
1046500,202.783544
1047000,202.064061
1047500,201.363511
1048000,202.29331
1048500,202.063681
1049000,200.594689
1049500,201.296143
1050000,201.301966
1050500,202.123816
1051000,201.43895
1051500,202.412316
1052000,201.745906
1052500,202.327954
1053000,201.511198
1053500,202.029758
1054000,201.7712
1054500,202.160647
1055000,202.864873
1055500,201.995
1056000,202.057475
1056500,202.406219
1057000,202.35242
1057500,202.208742
1058000,202.328044
1058500,202.297816
1059000,202.29671
1059500,201.526711
1060000,201.043194
1060500,202.301874
1061000,202.389723
1061500,201.564235
1062000,201.478268
1062500,201.098893
1063000,200.993572
1063500,203.103394
1064000,203.058728
1064500,202.737564
1065000,202.707312
1065500,202.241378
1066000,202.635561
1066500,202.191784
1067000,202.827841
1067500,202.743207
1068000,202.355548
1068500,202.625895
1069000,202.234088
1069500,202.68537
1070000,202.948478
1070500,202.736206
1071000,202.465655
1071500,202.961967
1072000,202.498808
1072500,202.99165
1073000,202.962717
1073500,202.647223
1074000,202.960206
1074500,197.847956
1075000,203.078728
1075500,201.991098
1076000,202.79416
1076500,197.707766
1077000,194.822378
1077500,201.971983
1078000,202.616982
1078500,203.021413
1079000,197.32309
1079500,198.288636
1080000,203.11681
1080500,199.746365
1081000,201.583389
1081500,202.694283
1082000,201.359778
1082500,202.909522
1083000,202.318626
1083500,202.268246
1084000,202.377115
1084500,200.959326
1085000,201.914523
1085500,202.238795
1086000,201.694902
1086500,202.610355
1087000,201.646576
1087500,201.579314
1088000,202.533779
1088500,202.751337
1089000,202.838074
1089500,202.773677
1090000,203.057886
1090500,202.09429
1091000,202.589573
1091500,196.593726
1092000,202.976981
1092500,202.743908
1093000,203.272831
1093500,203.187787
1094000,202.388141
1094500,203.352031
1095000,203.590261
1095500,203.505103
1096000,203.491181
1096500,201.646898
1097000,203.610409
1097500,199.599588
1098000,203.696792
1098500,203.468666
1099000,203.629396
1099500,203.805829
1100000,203.31241
