Timesteps,Ep_Rew_Mean
700500,188.304549
701000,188.647371
701500,188.331729
702000,188.961814
702500,189.188765
703000,188.161583
703500,188.973317
704000,188.132428
704500,188.846238
705000,188.610821
705500,188.638962
706000,188.976195
706500,188.63264
707000,188.390759
707500,187.441811
708000,148.953702
708500,189.21166
709000,188.835818
709500,189.303114
710000,188.874268
710500,188.622016
711000,188.719443
711500,188.1585
712000,189.081978
712500,189.100048
713000,188.859516
713500,189.737163
714000,188.85357
714500,188.324156
715000,189.597525
715500,189.942842
716000,189.685916
716500,189.369004
717000,188.598021
717500,189.050513
718000,185.033407
718500,189.399797
719000,184.968761
719500,189.877
720000,189.426702
720500,189.186151
721000,190.394096
721500,190.120606
722000,188.402621
722500,190.043195
723000,190.243654
723500,188.648093
724000,190.314628
724500,161.37106
725000,187.690961
725500,190.552123
726000,190.051664
726500,189.813969
727000,190.132675
727500,189.132152
728000,137.772528
728500,189.834878
729000,188.799081
729500,146.235401
730000,182.030241
730500,181.254323
731000,189.756825
731500,190.050429
732000,188.249257
732500,189.545475
733000,190.00842
733500,188.822661
734000,127.456177
734500,190.069541
735000,190.221274
735500,188.085467
736000,188.33636
736500,189.975898
737000,185.114288
737500,185.452542
738000,124.939967
738500,189.445943
739000,189.042061
739500,190.07563
740000,190.170878
740500,189.392324
741000,187.194851
741500,188.051726
742000,189.81379
742500,190.220372
743000,190.636264
743500,190.192335
744000,190.486367
744500,190.870518
745000,190.096147
745500,190.914584
746000,190.478871
746500,189.354262
747000,189.746231
747500,191.2362
748000,190.928982
748500,191.392536
749000,190.848764
749500,191.350258
750000,190.461546
750500,132.148693
751000,190.351342
751500,191.263958
752000,191.776911
752500,190.914369
753000,190.576568
753500,191.72201
754000,190.782101
754500,191.304375
755000,190.319287
755500,191.303719
756000,190.840569
756500,191.2235
757000,190.392442
757500,190.603118
758000,191.564819
758500,191.322257
759000,192.172296
759500,190.404887
760000,192.182206
760500,191.619272
761000,191.63972
761500,192.441289
762000,188.758526
762500,191.518713
763000,188.88211
763500,189.518308
764000,190.945235
764500,191.936181
765000,192.213348
765500,189.5221
766000,189.676329
766500,191.898576
767000,191.611736
767500,191.646416
768000,190.472605
768500,191.406312
769000,191.41731
769500,191.912233
770000,191.575242
770500,191.979921
771000,192.485792
771500,191.793969
772000,192.138038
772500,192.06317
773000,191.498201
773500,191.688311
774000,192.139045
774500,192.399669
775000,190.173665
775500,193.036239
776000,189.4065
776500,192.814109
777000,189.572589
777500,192.059086
778000,192.339226
778500,187.54584
779000,193.10615
779500,193.34719
780000,187.449311
780500,193.284693
781000,193.100177
781500,190.788759
782000,193.298995
782500,192.150136
783000,193.137549
783500,192.721895
784000,192.299572
784500,193.070956
785000,192.70456
785500,192.365972
786000,193.591383
786500,190.982924
787000,192.194075
787500,191.927373
788000,192.145733
788500,191.485987
789000,191.162601
789500,193.826662
790000,191.736637
790500,190.72304
791000,191.738409
791500,192.906357
792000,192.20346
792500,191.690016
793000,192.526444
793500,189.771595
794000,190.894213
794500,191.691087
795000,190.263039
795500,187.755717
796000,192.746026
796500,192.834079
797000,192.421667
797500,190.26601
798000,192.945947
798500,189.711884
799000,192.649317
799500,193.434232
800000,192.983113
