Timesteps,Ep_Rew_Mean
800500,200.044788
801000,200.032589
801500,197.319381
802000,185.732078
802500,198.425861
803000,197.328129
803500,191.948074
804000,198.057998
804500,199.175533
805000,192.261619
805500,198.272275
806000,197.33334
806500,198.238617
807000,196.599006
807500,199.352158
808000,200.340576
808500,198.965416
809000,198.833906
809500,200.407735
810000,199.325674
810500,198.934401
811000,198.579273
811500,199.762055
812000,199.766802
812500,200.384015
813000,200.779551
813500,199.327587
814000,200.243506
814500,200.21759
815000,200.032175
815500,200.436203
816000,199.98591
816500,198.049238
817000,200.911356
817500,200.528125
818000,200.429863
818500,198.017313
819000,200.13524
819500,198.807378
820000,200.380052
820500,193.181116
821000,200.290088
821500,200.112295
822000,200.014074
822500,198.097754
823000,200.940444
823500,200.029218
824000,200.121704
824500,198.666975
825000,190.764047
825500,200.124831
826000,198.287508
826500,191.87499
827000,200.60393
827500,198.34131
828000,199.489581
828500,200.278348
829000,199.04544
829500,200.129433
830000,196.793945
830500,198.83171
831000,197.994114
831500,197.545975
832000,198.87167
832500,199.524337
833000,199.815923
833500,200.361885
834000,199.682221
834500,198.937242
835000,199.740591
835500,200.499026
836000,200.897198
836500,200.016767
837000,200.206864
837500,200.037167
838000,201.063596
838500,196.347223
839000,199.55541
839500,198.10724
840000,200.794444
840500,200.405895
841000,200.281547
841500,197.962337
842000,200.844069
842500,200.220278
843000,197.865368
843500,200.332764
844000,200.854591
844500,199.664439
845000,199.346416
845500,200.1833
846000,200.32454
846500,200.578105
847000,199.663538
847500,200.312506
848000,200.389715
848500,200.547474
849000,198.75032
849500,199.770308
850000,200.957981
850500,198.296212
851000,200.375384
851500,200.544284
852000,198.63388
852500,197.567362
853000,200.293506
853500,199.814428
854000,184.001417
854500,197.583294
855000,190.915821
855500,199.577263
856000,182.464754
856500,199.503911
857000,197.513026
857500,199.563793
858000,199.535313
858500,199.148404
859000,188.613034
859500,196.563578
860000,182.061925
860500,188.002138
861000,190.469232
861500,199.839885
862000,192.478331
862500,200.225751
863000,199.78665
863500,200.507527
864000,200.814035
864500,187.884874
865000,200.870209
865500,199.620414
866000,199.644062
866500,200.881947
867000,178.443894
867500,185.383597
868000,175.412924
868500,200.229696
869000,178.145175
869500,201.221269
870000,186.612847
870500,171.80785
871000,189.603292
871500,196.001193
872000,182.428621
872500,200.324868
873000,200.253599
873500,199.085214
874000,200.342739
874500,201.089503
875000,184.805658
875500,194.448391
876000,183.354481
876500,187.492612
877000,200.42272
877500,189.512372
878000,199.627074
878500,192.990112
879000,200.724568
879500,191.038545
880000,199.402478
880500,197.989783
881000,200.683561
881500,200.622499
882000,193.325783
882500,188.718071
883000,199.943065
883500,199.975939
884000,199.373806
884500,200.855343
885000,190.452843
885500,199.973929
886000,200.575057
886500,200.822519
887000,200.632024
887500,200.973369
888000,200.593643
888500,200.058892
889000,200.394523
889500,200.646208
890000,200.81364
890500,200.970686
891000,201.137294
891500,201.157583
892000,200.52148
892500,199.00556
893000,201.132872
893500,200.646639
894000,199.502092
894500,200.286374
895000,199.502782
895500,200.440633
896000,201.34211
896500,200.823428
897000,200.104633
897500,201.272633
898000,200.507426
898500,199.103479
899000,199.928582
899500,199.532046
900000,199.404173
